id,text
17,"99.8% recovery rate. Sit down, you pathetic fear-mongerer. <U+0001F644>

#Biden<U+0001F44E><U+0001F3FB> #VoteDemsOUT 

#FridayFeeling #FridayMotivation #FridayNight #saturdaymorning https://t.co/H04sK2JQCn"
18,The #Biden family about the last thing #BeijingJoe should be talking about. <U+0001F602><U+0001F602><U+0001F602><U+0001F4A6> https://t.co/VSbKRp69Jo
19,"#Trump2020<U+0001F1FA><U+0001F1F8><U+0001F448><U+0001F3FB>Because everyone knows #Biden<U+0001F447><U+0001F3FB> would be instantly removed from office (dementia) &amp; #marxist Kamala<U+2014>a cackling dingbat<U+2014>would become prez. That¡¯s the far-left extremists¡¯ plan. 

#SaturdayMorning #BidenHarris<U+0001F44E><U+0001F3FB> #SaturdayMood #saturdayfun https://t.co/KRPyAX2iKx"
20,"#Biden, Never

¡°...reasons for opposing this vanguard of Warren/Sanders/Harris socialism...¡±

Try Marxism. That¡¯s what the Dem Party of hard-core Leftists is all about, these days. That¡¯s the goal.

#SaturdayThoughts #CNN #MSNBC #AMJoy #SaturdayVibes #MAGA https://t.co/hRfi5SUtnh"
21,"<U+0001F602><U+0001F602><U+0001F602><U+0001F4A6> So true. They¡¯ve more than proved that to the public. 

#CBS #NBC #ABC #CNN #MSNBC #NYTimes #NPR #WaPo #maddow #FakeTapper #AMJoy #Bobulinski #TonyBobulinski #Biden<U+0001F44E><U+0001F3FB> #FakeNewsMediaClowns<U+0001F921> https://t.co/Z1SKKQ3QFv"
22,"That¡¯s a tough sale, since #COVID19 has a 99.8% recovery rate &amp; median fatality age of 78 (same as the U.S. life expectancy). #Biden &amp; his #FakeNewMediaClowns<U+0001F921> are still trying hard, though. <U+0001F44C><U+0001F3FB>

#scamdemic #OpenAmerica

#FridayNight #FridayThoughts #CNN #MSNBC #AMJoy #Maddow https://t.co/ILWDx3odxa https://t.co/ixFmUNo0bs"
23,"There never was a #Biden lead in the first place. No more so than there was ever a @HillaryClinton lead. 

#FakePolls

#CBS #NBC #ABC #CNN #MSNBC #NYTimes #NPR #WaPo #maddow #FakeTapper #AMJoy #FakeNewsMediaClowns<U+0001F921> https://t.co/ifjiiGPWcA"
24,"Yeah, the #CorruptBidens might wanna stay off the subject of integrity, Jill. <U+0001F644><U+0001F44C><U+0001F3FB>

#TonyBobulinski 

#FridayFeeling #SaturdayMorning #CNN #MSNBC #Biden<U+0001F44E><U+0001F3FB> https://t.co/6X00T98HLq"
25,"DOJ official confirms FBI 2019 criminal investigation into Hunter Biden, still active 

https://t.co/sK7k5LIsIS #Biden #BidenHarris2020 #BidenHarris #Bobulinksi #TonyBobulinski #BidenCorruption #FridayThoughts"
26,"Be an airheaded moron &amp; obey the dictates of your public SERVANTS. Wear a mask for a virus w/a 99.8% recovery rate &amp; median fatality age of 78, and despite the fact that #MasksDontWork against the #COVID germ.<U+0001F44C><U+0001F3FB>

#Biden<U+0001F44E><U+0001F3FB> #BidenHarris<U+0001F44E><U+0001F3FB> #scamdemic #OpenAmerica #SaturdayMotivation https://t.co/f9ZyRHdsON"
27,"Calling the same police that the Left wants to defund? <U+0001F602><U+0001F602><U+0001F602><U+0001F4A6>

#Trump2020<U+0001F1FA><U+0001F1F8> #BackTheBlue #LawAndOrder #MakeAmericaSafeAgain

#SaturdayThoughts #SaturdayVibes 
#Biden<U+0001F44E><U+0001F3FB> #BidenHarris2020<U+0001F44E><U+0001F3FB> #PA #PhillyRiots #Philadelphia https://t.co/Ox69Ndfitz"
28,"¡°My word as a #Biden¡± is only meaningful to commie China, Ukraine, Iraq &amp; wherever else he &amp; his family have raked in foreign cash. 

#CorruptBidenFamily #Friday #BidenHarris<U+0001F44E><U+0001F3FB> #Bobulinski #FridayMotivation #SaturdayMorning https://t.co/yipivj6y0h"
29,"Ugly dopes. Chumps. Reminds me of @HillaryClinton¡¯s brilliant ¡°deplorables¡± statement. How¡¯d that work out, #CorruptBiden? 

#TonyBobulinski 

#VoteDemsOut #Biden<U+0001F44E><U+0001F3FB> #Friyay #FridayFun #FridayFeeling #FridayMotivation #FridayNight https://t.co/oE092HOwjt"
30,"OMG, hilarious!!!!
<U+0001F602><U+0001F602><U+0001F602><U+0001F4A6>

#MAGA #KAG #Trump2020 #Trump2020NowMoreThanEver #MAGA2020 #KAG2020 #Trump2020Landslide
#Biden #Bobulinski #AMJoy #SaturdayMorning https://t.co/ExkXkdlZUn"
31,"#Biden enters office... <U+0001F602><U+0001F4A6>

#BidenHarris<U+0001F44E><U+0001F3FB> #Saturday #SaturdayMotivation #SaturdayVibes https://t.co/e5fH3zobZj"
32,"#JoeBiden just called Trump supporters ¡°chumps¡± and ¡°ugly dopes¡± a couple of days ago. Who do you Krassenstein brothers think you¡¯re bullshooting? <U+0001F914>

#Biden<U+0001F44E><U+0001F3FB> #BidenHarris<U+0001F44E><U+0001F3FB> #Saturday #SaturdayNight #SundayMorning https://t.co/YF8lAog4iQ"
33,"So true. If you were to win, the Dems would take you right out, via the #25thAmendment (dementia; unfit) &amp; #Kamala would become America¡¯s first #marxist President. 

No, thanks, #Biden. 
<U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB><U+0001F44E><U+0001F3FB>

#Trump2020 #AmericaFirst

#SaturdayMotivation #SaturdayVibes #SaturdayThoughts https://t.co/HQwijd1wui"
34,#Biden¡¯s trying to look like a badass who drives a corvette and went up against Corn Pop. https://t.co/WOg3mOQB09
35,"I <U+2764><U+FE0F> #Trump. He¡¯s not in it for the money. #Biden, OTOH, most certainly is. He¡¯s been taking a cut of foreign $$$ through Hunter &amp; other family members for years. China, for starter, owns #BeijingJoe.

#DrainTheDCSewer

#TonyBobulinski #CorruptJoeBiden #SaturdayThoughts #Saturday"
36,"You¡¯re no more a #Catholic than my dog is a cat. The #CatholicChurch does not support abortion. You live in the perpetual state of mortal sin for supporting, enabling &amp; advancing it. Going thru the motions of showing up at Mass does not make you a practicing Catholic, #Biden.<U+0001F44E><U+0001F3FB> https://t.co/tkv13giF4v"
37,"In which of your mansions¡¯ kitchens do you cook, phony @DrBiden? I suspect the answer is none. 

#Biden<U+0001F44E><U+0001F3FB> #BidenCorruption #TonyBobulinski #FridayThoughts https://t.co/umWfR31d9y"
38,"@fleroy1974 @vtchakarova @TIME @wef The great reset is The Great One World Order, at the expense of Property Rights and American wealth they need to transfer it all to the aristocracy and the Elit coastal rulers.  Death TAX of 62.5% , Abolish Stepped up Basis, all Capital created turned into ordinary Income. #Biden"
39,"@Cernovich OMG, the final Video in Trumps Rally¡¯s  was never shown on TV. It is a Spooky Kamala video behind the Biden Mask. #Biden #Kamala"
40,"@TimRunsHisMouth That¡¯s whatcha call a #Biden campaign contribution. 
#BidenCrimeFamiIy"
41,"@WatchChad @darksecretplace @RealJamesWoods #Biden campaign had to perform a radical cancelectomy.
Just as well.. have to keep the cancer from returning."
42,@realDonaldTrump I agree! #Biden is going to do great things. Only he can save us.
43,Says the chick from China. Of course you support #Biden https://t.co/63DCbreVCb
44,"Let's face it, Trump put the people of the United States in a situation that his winning and losing concerned everyone.#ElectionTwitter #Biden #Trump #Election2020"
45,"#Biden made a strategic decision to forego door-knocking in the spring and summer due to COVID concerns. Team Biden chose to rely heavily on vote-by-mail.

#Trump didn¡¯t.

The Trump Team &amp; associates knocked millions of doors across the swing states. 

Will it pay off?? https://t.co/PwGGR4DJ43"
46,"Forgive me, but I want to pound this home one more time:

If #Nevada, which is usually a couple degrees to the ideologically-left of the Rustbelt, is trending Trump, where do you think the Rustbelt is headed?????

Mark my words: If #Trump wins Nevada, it¡¯s curtains for #Biden. https://t.co/CUytn5J9uE"
47,"Rs hatred for Obama and lack of enthusiasm for Romney was NEVER going to match Ds love, support, and enthusiasm for Obama.

Much the same is occurring now with Dems and #Biden.

Dems would¡¯ve been better off running #Bernie. (3/3)"
48,"I¡¯m seeing a lot of chattering from left-leaning data geeks. They¡¯re dooming #Biden¡¯s chances of winning. 

Polls predicted Ds would enjoy enormous 30+ pt win in the early vote. They needed that win to offset Election Day #Trump voters.

The polls botched it. 

Look at Gallup.<U+0001F447> https://t.co/eOs7ZBqD2A"
49,<U+0001F6A8>ALERT: The #Biden campaign is splintering. Joe¡¯s got a mess on his hands. https://t.co/qudd4oZL80
50,"<U+0001F6A8><U+0001F6A8>ELECTION ALERT<U+0001F6A8><U+0001F6A8>
_________________________

¢º<U+FE0F> Democrats¡¯ combined lead in #Florida early vote is now LOWER than Hillary Clinton's early vote lead in 2016. 

¢º<U+FE0F> Ds currently lead by 94,674. 

¢º<U+FE0F> Clinton led by ~96,450.
_________________________

#Election2020 #trump #biden https://t.co/p9WXWZfTDa"
51,"<U+0001F9D9><U+200D>¡Î<U+FE0F>THE WIZARD MODEL<U+0001F9D9><U+200D>¡Î<U+FE0F>

<U+0001F534>#Trump 316
<U+0001F535>#Biden 216

Changes from the previous map:
¢º<U+FE0F>NV from toss-up to tilt D
¢º<U+FE0F>NH from likely D to tilt D
¢º<U+FE0F>FL &amp; NC from lean R to likely R

Toss-Up:
None

No Change:
¢º<U+FE0F>AZ, PA, MI, WI, MN. 

#Elections2020<U+00A0>#trump #biden https://t.co/ZZezKjkmv8"
52,"Lackawanna is home to Scranton, #Biden's hometown. If Biden is down by 5 in his hometown, that spells trouble for him statewide.

Rs haven't won Lackawanna County in over 35 yrs &amp; the last 3 times ('56, '72, '84) Rs have won it, the R challenger won in a national landslide. https://t.co/HOzu7DUxBh"
53,"The #economy that #Trump inherited just like everything ELSE @realDonaldTrump touches was ALREADY in Trouble his trade war costed  #manufacturers jobs also the #agriculture industry we had to bail out  28billion due to #Trump 's tariffs #VOTE #Biden

 https://t.co/6CDCHtNpPP"
54,"#facebookads costed Biden an estimated half a million dollars BECAUSE #Facebook is once AGAIN NOT PREPARED FOR THE #Election2020 So join in helping the #Biden Campaign and #JoeBiden get their money #VoteBiden
 
Join me in supporting Joe Biden via @actblue https://t.co/xUHOJ4YF58"
55,"@realDonaldTrump calling you out as a father to father Step down!! Your going to get us all killed or sick we all don't want #COVID19
But #Trump stop the #SuperSpreaderEvents your literally killing your supporters Covid, Left in cold/heat #Vote #Biden

https://t.co/8yfWjqLnmr"
56,"#Trump continues to roll back protections, we have set in place despite information from sources that actually study Wildlife and went to school for this not to learn how to be a failed businessman despite going to one of best colleges #VOTE #Biden #ByeDon
https://t.co/O0Rek5PpoD"
57,"#Trump is literally mad because #COVID19 is more popular then he continues Again today 100k INFECTED 90k yesterday #Biden is right just like #JoeBiden was right in Oct. When he tweeted the #UnitedStates wasn't prepared for a Pandemic so #Vote #VoteBiden

https://t.co/wRAPBhV5FJ"
58,#OnlyTheYoung #VOTE #VoteEarly use a #Ballotdropbox only WE can choose the future we want #Biden or #Trump ISN'T that difficult of a choice you know #JoeBiden and that #JoeWillLeadUs our #healthcare #economy and our fight vs #COVID19  #BidenHarrisLandslide2020  #TrumpIsARacist https://t.co/m9sy7qb1Eb
59,Two bald eagles are seen flying over @JoeBiden at the #Biden speech in #Iowa today!! If that's not a sign that #Amercia needs #Joebiden I don't know what is #BidenHarris2020 get out  #VOTE #Election2020 #BidenForPresident #JoeWillLeadUs ALWAYS put #AmericaFirst fix our #economy https://t.co/pcLikkDB3a
60,"Good Job @GovKemp
I hear you were possibly exposed at a @realDonaldTrump
#SuperSpreaderEvent way to make #Georgians proud and set a  example just like how you go on a MASK TOUR, yet tried to sue @KeishaBottoms for setting a mask mandate #VoteThemOut #Biden
https://t.co/ZN3voNtPmO"
61,#Election2020 #BidenHarris2020  #Trump must go #GAforBiden #JoeBiden is exactly what #Georgia  needs get out #VOTE #Biden #BidenForPresident #HappyHalloween remember our KIDS can't trick or treat NORMAL because @realDonaldTrump doesn't care holding #COVID19 #superspreader Rallies https://t.co/JC3zbkqxI7
62,#VOTE #Election2020 #BidenHarris2020 #Biden FOR PRESIDENT #BidenForFL #BidenforGA #Iowa for #JoeBiden #MichiganForBiden #PaForBiden  #VoteBlue2020 https://t.co/xxUW4jhsPd https://t.co/xUik8JGFm8
63,#Election2020 DON'T BE SCARED STAND UP THIS WILL ONLY GET WORSE FOR FOUR YEARS IF YOU DON'T GET OUT AND #VOTE 4 DAYS INTO #EarlyVoting I VOTED IN GA I VOLUNTEERED TO POLL WATCH I'VE SEEN LONG LINES #VoterSupression NOT #VoterFraud #Trump SAYS BUT PEOPLE WAITED #VOTE #Biden https://t.co/1OZdsFjV8R
64,#Election2020 #Obama got us through ALOT with #JoeBiden at his side. Imagine what it will be like when #Biden runs the show. #Joe was given way more responsibility then #Pence who is basically a puppy just like #Trump is #PutinsPuppet get out #VOTE #BidenHarris2020 #BidenForFL https://t.co/ZTIS8Mn9MT
65,@donnatobia @deneenborelli Exactly! @LizMacDonaldFOX and @TuckerCarlson are the only people taking the #Biden story w China and Ukraine seriously!
66,"@IWashington Gross. We do not want her in Houston. We are an oil industry capital. We need our gas and oil and fracking. #Biden #Harris would be getting rid of 25 percent of the economy in #Houston and Galveston, Gulf of Mexico area. #Trump2020"
67,#biden please! Stop this madness. I think you meant this Tweet for Keith Ellison in Minnesota. #Trump2020 https://t.co/y26naXWMYt
68,"#Biden has a new word its #trunalimunumaprzure. Will this be on the @nationalspellingbee or @Jeopardy next year?
#BidenMinnesota. #Trump2020 https://t.co/hWcUAXSQxi"
69,"Omg.  He seriously needs some prune juice, a TV guide and his slippers. Go to bed, retire #Biden. https://t.co/UspEBtHeBt"
70,"Hey, is #trunalimunumaprzure a country in which #Biden and #Hunter used their influence for business purposes? 
#Trump2020 https://t.co/lBaOm61ata"
71,"#Biden #Hunterbidenlaptop #Clinton
#Pelosi 

EXCLUSIVE: National security nightmare of Hunter Biden's laptop https://t.co/De2wpL1F0A via @MailOnline"
72,@5chw4r7z That was just #biden and #obama departing from Michigan today.
73,Always the ¡°right¡± creating or perpetuating violence or harassment. #VoteBlueToEndTheNightmare #BidenHarrisToSaveAmerica #vote #Biden  https://t.co/mnFteV1GOO
74,I couldn¡¯t agree more it¡¯s called karma and it¡¯s about time it bit #Biden in his corrupt Ass https://t.co/p6ghRvf3i2
75,"Hey, you truck driving nimrods: that T stands for Texas, not for Trump!!! #Biden Bus #DumpTrump2020"
76,George is so right here: #Dems #Biden basement 'Cocoa &amp; Netflix' campaign is just bizarre. It doesn't work that way... #ElectionEdge https://t.co/2wqri2tgJn https://t.co/0wRxFyUKUe
77,"I can't understand this Dem #Biden election strategy, can a platform of raw fear really engender confidence at ballot box? #mask https://t.co/7ELl6dh0aJ"
78,"Here it comes folks: if you've seen our #ElectionEdge last 2 weeks, you'll know that #Biden's inflated poll lead is designed to set up a post-election narrative that ""the election was stolen from him,"" Hillary redux, but this time they'll cry ""voter suppression."" It's booked: https://t.co/Y7DRPPNKre"
79,"New #ElectionEdge 4: with special guest @GeorgeSzamuely we delve into the gray areas of #2020Election and what to expect from #Democrat plans for American-style 'color revolution' should #Trump defeat #Biden....
https://t.co/2wqri2tgJn"
80,"#Biden and #Kamala are already planning to make a statement on evening of Nov 3rd claiming that election was ""stolen"" by #Trump. Get ready for it.... https://t.co/PyYzPiXmkI"
81,"New #ElectionEdge 5: Three days to go, it's coming toi a head <U+2013> #Democrats, #MSM signalling plans to contest election results in key swing states like #Pennsylvania #Wisconsin #NorthCarolina et al. Special guest @Barnes_Law on predictions...
#Trump #Biden
https://t.co/yp2Nb90SpK"
82,"@Arkancideisreal Bloody awful candidates for the Presidency but, on the bright side can't see #Biden lasting the distance of 4 year Presidency, whereas #Trump won't be allowed to die until he's learnt a lot more lessons.
The good Lord allows those with the most character defects to live longest."
83,"People really think #Biden's going to change #TheSoulOfAmerica by ignoring race,&amp; #racism.Black Man Filmed Being Kicked Out of Restaurant for Wearing Sneakers While White Patrons in Sneakers Are Left Alone.https://t.co/cPqARFNzq8 via @YahooEnt #UmisushiAtl  #BoycottUmiSushi #BLM"
84,"Many people are telling #WhiteLies based off ignorance by saying #Biden will be better for #RaceRelations because he was with a Black Man. 
No,#JoeBidenIsARacist.#ObamaBiden ignored race &amp; racism so why should I trust #JimCrowJoe.#NeverBidenHarris #ADOS #DemocratDownBallot<U+0001F383>#Vote https://t.co/HS32jjB8oh"
85,Remember A #VoteBidenHarris Is a Vote for a Better Future for All from the Youngest To the Oldest. #Biden Will Unite <U+0001F1FA><U+0001F1F8> America He Will Build Us Back Better! #BidenCares <U+203C><U+FE0F> https://t.co/9UYVEKts3r
86,Hey Michigan <U+0001F1FA><U+0001F1F8> Look <U+0001F440> Who Heading Your Way On #Halloween <U+0001F44F><U+0001F44F><U+0001F44F> With #Biden<U+0001F44F><U+0001F44F><U+0001F44F>#VoteBlueToEndTheNightmare #VoteBiden #VoteBidenHarris2020  That¡¯s Right #BarackObama and #StevieWonder <U+0001F44F><U+0001F44F><U+0001F44F> #TurnMichiganBlue <U+0001F1FA><U+0001F1F8> https://t.co/FYHNPqyUYD
87,"If you¡¯re a celebrity for #trump or #biden and you tried to influence my decision based on who YOU are and who YOU want to win, well... fck you. Fck you for trying to influence weak Americans who don¡¯t know better. #vote"
88,"Profits on Wall Street $27.6 billion in the first 6 months of the year, an 82% increase over same period in 2019...I wonder why #BidenShutdown is getting massive billionaire support? VIRUS = $ = minimum basic income
@NYSComptroller #WarRoomPandemic the #BidenCrimeFamiIy #Biden"
89,#Biden #BidenCrimeFamiIy #BidenHarris Join the movement. The American movement is thriving. #WalkAway https://t.co/hFnv8jd0Kj
90,#WarRoomPandemic stole this from someone. Deserves some play. #Biden #BidenCrimeFamiIy #TrumpLandslideVictory2020 https://t.co/fLlhJaXHC3
91,"@MSNBC @maddow Emails released from Hunter #Biden laptop reveal Hunter associates, INCLUDING #JOEBIDEN ,AKA ¡°The Big Guy¡± raking in cash from Ukraine, Russia &amp; CHINA! <U+0001F92F> DOJ confirms FBI opened criminal investigation! #BidenCrimeFamiily #BidenCorruption #Elections #MSNBC
https://t.co/cNufwoNPcj"
92,@MSNBC @maddow #Trump shut down travel from China Jan 10 days after learning of #COVID19 (Biden criticized him 4 being a racist &amp; Xenophobic-on tape). Would have MILLIONS more deaths under #POTUS #Biden (gag). 60 Million had swine flu under Biden/Obama vs 8 mil COVID under Trump #Debates #CNN
93,"@LeighMcG Emails released from Hunter #Biden laptop reveal Hunter associates, INCLUDING #JOEBIDEN ,AKA ¡°The Big Guy¡± raking in cash from Ukraine, Russia &amp; CHINA! <U+0001F92F> DOJ confirms FBI opened criminal investigation! #UndecidedVoter #BidenCorruption #Elections #CNN #NBC
https://t.co/cNufwoNPcj"
94,"@nypost Emails released from Hunter #Biden laptop reveal Hunter associates, INCLUDING #JOEBIDEN ,AKA ¡°The Big Guy¡± raking in cash from Ukraine, Russia &amp; CHINA! <U+0001F92F> DOJ confirms FBI opened criminal investigation! #BidenCrimeFamiily #UndecidedVoters #Elections #MSNBC
https://t.co/cNufwoNPcj"
95,"@nypost DOJ confirms FBI opened criminal investigation! 
Emails released from Hunter #Biden laptop reveal Hunter associates, INCLUDING #JOEBIDEN ,AKA ¡°The Big Guy¡± raking in cash from Ukraine, Russia, CHINA! <U+0001F92F>#BidenCrimeFamiily #BidenCorruption #Elections #MSNBC
https://t.co/cNufwoNPcj"
96,"@Ironhorse76 Emails released from Hunter #Biden laptop reveal Hunter associates, INCLUDING #JOEBIDEN , AKA ¡°The Big Guy¡± raking in cash from Ukraine, Russia &amp; CHINA! <U+0001F92F> DOJ confirms FBI opened criminal investigation! #BidenCrimeFamiily #undecidedvoter #Elections #CNN
https://t.co/cNufwoNPcj"
97,"@CNN Despite changing his story recently due to pushback,<U+0001F92A> #Biden is on tape MULTIPLE times saying he plans to end fracking! And he¡¯ll pack the courts and Senate, raise Federal tax rates to 52%, make 11mil illegals citizens day 1, defund police, take your docs AGAIN #UndecidedVoters"
98,@laurasword #Trump shut down travel from China Jan 10 days after learning of #COVID19 (Biden criticized him 4 being a racist &amp; Xenophobic-on tape). Would have MILLIONS more deaths under #POTUS #Biden <U+0001F922>. 60 Million had swine flu under Biden/#Obama vs 9 mil #COVID under Trump #UndecidedVoters
99,"@NBCJoshua @MSNBC Emails released from Hunter #Biden laptop reveal Hunter associates, INCLUDING #JOEBIDEN , AKA ¡°The Big Guy¡± raking in cash from Ukraine, Russia &amp; CHINA! <U+0001F92F> DOJ confirms FBI opened criminal investigation! #undecidedvoters #BidenCorruption #Elections #MSNBC
https://t.co/cNufwoNPcj"
100,@AliVelshi @MSNBC #Trump shut down travel from China Jan 10 days after learning of #COVID19 (Biden criticized him 4 being a racist &amp; Xenophobic- on tape). Would have MILLIONS more deaths under #POTUS #Biden <U+0001F922>. 60 Million had swine flu under Biden/#Obama vs 9 mil #COVID under Trump #UndecidedVoter
101,"Emails released from Hunter #Biden laptop reveal Hunter associates, INCLUDING #JOEBIDEN ,AKA ¡°The Big Guy¡± raking in cash from Ukraine, Russia &amp; CHINA! <U+0001F92F> DOJ confirms FBI opened criminal investigation! #BidenCrimeFamiily #UndecidedVoters #Elections #MSNBC
https://t.co/cNufwoNPcj https://t.co/EKw3rqbeKi"
102,"HE'S SPREADING DIVISION, AND ADDITION!! <U+0001F923>

#Biden #BidenCrimeFamiIy #Trump2020 #Trump2020Landslide https://t.co/lO6oSADbhi"
103,"hey look the #chaos creator said they are done with it?? lol
but #obama and #biden started it. #racewars 
https://t.co/rmGzw7aY6m"
104,#blue state leaders halt businesses due to Covid-19 then try to pin it on @realDonaldTrump! While #nancypelosi dances in #Chinatown and #biden first says keep the borders open! Lol.  #votered Send  the 47 year politician with zero accomplishment back to #china. #superpredator joe
105,"Twitter falsely and absurdly accused me of ""promoting violence"" and locked me out of my account for seven days for tweeting that Trump is better than a mentally diminished China wh*re. #Biden https://t.co/6HW9xYmnRV"
106,Happy Halloween.  Vote.  #BidenHarris #biden #vote https://t.co/niWFsTRKVF
107,"@ge_aldrig_upp @NateSilver538 it's 1 poll in 1 state (that #Biden doesn't need to win, btw). the fact yr town has a bunch of US servicemen &amp; their families is relevant to nothing......"
108,"@AverageSavant @joshtpm um, fairly sure this is a decision best left to the #Biden campaign (vs. you)......"
109,"@dodgingcars @NateSilver538 oh fer fuck's sake, it's 1 poll in 1 state (that #Biden doesn't need, ahem). suck it up, big guy. we move forward. #Biden will win...."
110,"If #Biden wins the band will play ""Hail to the .. you know, the guy... The guy in charge"""
111,"I've seen multiple videos of Trumper #thugs surrounding a #Biden campaign bus moving, down a highway. #Abhorent  But where the hell was Secret Service/Security detail? How could that have even been able to happen? That should NEVER have been allowed to happen. #wtf"
112,"idk if anyone will see this, but #trump supporters, reply w one thing u admire abt biden. #biden supporters, reply w one thing u admire abt trump."
113,"So, StartupHealth, owned by #BidenFamily , after getting ""investment"" from a large Chinese insurance company, ""helped"" in return Medebound, a China-based company in their ""venturing initiatives"" in #USA market. #Election2020 
#Biden 
https://t.co/jlS5c3V9Mb"
114,"@FT Nice ! 
2 weights 2 mesures of  #MSM 
#KamalaHarris hope
#AmyConeyBarrett ghoul 
#Trump #Biden 
#Election2020"
115,"Love the title !
Hold the momentum no matter what the result will be. #ElectionDay 
#Election2020 
#Trump #Biden 
https://t.co/Hpqr5kCDNs"
116,#Biden's team are even gaffing for him .....<U+0001F601> https://t.co/20HYlNQcl5
117,#Biden &amp; #Harris a duo for the destruction of #America. They will destroy #America as we know it.
118,"Why do you allow #Biden #lies to be printed? Most of what he says is a lie. If #Biden opens his mouth he is lying. #China owns him, too bad #Twitter won¡¯t print the truth."
119,#Biden if you know how to change mtrol the #virus why aren¡¯t you telling us? You know nothing and under your leadership more people would #die. When #Trump stopped people coming from #China you said he was wrong even tho #Fauci said he saved millions of #lives
120,#Biden if you have your way 160 million #Americans will lose their #insurance. Since #ACA #insurance #premiums have doubled and many more can¡¯t afford theirs.
121,#Biden #BidenCrimeFamiIy #BidenHarris #JOEBIDEN2020 #BidenHarrisLandslide2020 #JoeBidenKamalaHarris2020 &lt;--- Had to tag em all. This is what a rally looks like; Not a senior citizens drive-in theater. <U+0001F602> #Trump2020 #TrumpLandslideVictory2020 <U+0001F44A><U+0001F1FA><U+0001F1F8><U+0001F1FA><U+0001F1F8> https://t.co/4a0GWfTHWj
122,"I'll type it twice for the libbies. THIS IS NOT OFFICIAL - THIS IS NOT #OFFICIAL. Now, with all the stupid shit happening in #Democratic cities, the success of the economy nd #Biden scandals; I hope this Reagan moment repeats itself for #Trump #Trump2020 #biden2020 https://t.co/d1lzCbVM87"
123,"Biden admits he¡¯s a lousy candidate. 

#Biden #NeverBiden #2020Election #ElectionDay #Election2020 #Elections2020 #BlueMAGA #DemExit #elections #GreenNewDeal #MedicareForAll https://t.co/8kad3xm3E2"
124,Why does #JoeBiden cough in his hand then shake hands with people in the crowd and take selfie¡¯s with their phone? #COVID19 #Biden
125,"@thehill @TheHillOpinion Trump economy works only for the billionaire class.  

Farmers get bailouts &amp; bankruptcies

Workers got deregulation, less safety, less security.

Factories lost jobs in Trump trade war.

Consumers got higher prices.

Trump climate denialism wrecks communities.

Vote #Biden #Jobs"
